Date,Traffic,Tier_1_ Video,Tier_2_Video,Tier_3 _Video,Tier_4 _Video,Tier_5 _Video,Tier_6 _Video,Tier_7 _Video,Tier_8 _Video,Tier_9 _Video,Tier1_NonVideo,Tier2_NonVideo,Tier3_NonVideo,Tier4_NonVideo,Tier5_NonVideo,Tier6_NonVideo,Tier7_NonVideo,Tier8_NonVideo,Tier9_NonVideo
03/05/2018,,0.000 ,1.000 ,0.000 ,2.000 ,0.000 ,5.000 ,18.000 ,6.000 ,3.000 ,0.000 ,0.000 ,0.000 ,1.000 ,0.000 ,0.000 ,1.000 ,9.000 ,2.000 
04/05/2018,,0.000 ,0.000 ,0.000 ,2.000 ,0.000 ,4.000 ,0.000 ,2.000 ,1.000 ,0.000 ,0.000 ,0.000 ,1.000 ,0.000 ,2.000 ,0.000 ,1.000 ,3.000 
05/05/2018,,0.000 ,0.000 ,0.000 ,5.000 ,0.000 ,1.000 ,0.000 ,2.000 ,2.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,2.000 ,0.000 ,0.000 ,1.000 
06/05/2018,,0.000 ,0.000 ,0.000 ,5.000 ,0.000 ,4.000 ,0.000 ,5.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,2.000 ,0.000 ,2.000 ,1.000 
07/05/2018,,0.000 ,0.000 ,0.000 ,5.000 ,0.000 ,1.000 ,0.000 ,5.000 ,3.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,2.000 ,0.000 ,1.000 ,1.000 
08/05/2018,,0.000 ,1.000 ,0.000 ,4.000 ,0.000 ,3.000 ,1.000 ,3.000 ,3.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,2.000 ,0.000 ,0.000 ,2.000 
09/05/2018,,0.000 ,0.000 ,0.000 ,5.000 ,0.000 ,3.000 ,0.000 ,6.000 ,5.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,3.000 ,2.000 
10/05/2018,,0.000 ,1.000 ,0.000 ,0.000 ,0.000 ,6.000 ,0.000 ,6.000 ,2.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,9.000 ,2.000 
11/05/2018,,0.000 ,0.000 ,1.000 ,3.000 ,0.000 ,2.000 ,18.000 ,3.000 ,2.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,1.000 ,0.000 ,2.000 
12/05/2018,,0.000 ,0.000 ,2.000 ,3.000 ,0.000 ,0.000 ,0.000 ,1.000 ,1.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,1.000 
13/05/2018,,0.000 ,1.000 ,0.000 ,1.000 ,0.000 ,3.000 ,0.000 ,3.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,1.000 ,2.000 
14/05/2018,,0.000 ,0.000 ,0.000 ,4.000 ,0.000 ,2.000 ,1.000 ,3.000 ,2.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,1.000 ,1.000 
15/05/2018,,0.000 ,1.000 ,0.000 ,2.000 ,0.000 ,4.000 ,0.000 ,2.000 ,4.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,1.000 ,1.000 
